,dog,cat,elephant,lion,tiger,dolphin,panda,giraffe,butterfly,squirrel
062,-12.5,-12.0,-9.0,-8.0,-7.0,-7.5,-6.0,-5.0,-6.0,-12.0
063,-12.0,-11.0,-9.0,-7.5,-6.5,-7.5,-6.0,-5.5,-6.0,-12.0
064,-11.5,-12.0,-8.0,-8.0,-7.0,-7.0,-6.5,-5.0,-6.5,-11.0
065,-12.0,-11.5,-8.5,-8.0,-6.5,-7.5,-6.0,-5.0,-6.5,-12.0
066,-11.5,-11.0,-7.5,-7.0,-7.0,-7.0,-5.0,-5.0,-6.0,-12.0
067,-11.5,-10.5,-8.0,-7.0,-7.0,-6.5,-5.5,-4.5,-5.0,-11.5
068,-11.0,-10.5,-7.0,-7.5,-7.0,-6.5,-5.0,-5.0,-6.0,-12.0
069,-12.0,-11.5,-8.0,-8.0,-7.5,-8.5,-5.5,-4.5,-7.0,-12.5
070,-13.0,-11.5,-9.0,-7.5,-8.0,-8.0,-7.0,-5.0,-7.0,-14.0
071,-12.5,-11.0,-8.0,-7.0,-7.0,-7.0,-6.0,-4.5,-6.5,-12.5
072,-12.5,-10.5,-9.0,-7.5,-7.0,-7.0,-6.5,-4.5,-6.0,-12.5
073,-12.0,-10.0,-9.0,-7.0,-6.5,-7.0,-6.0,-5.0,-6.5,-12.5
074,-11.5,-10.5,-7.5,-7.0,-6.5,-6.0,-6.0,-4.0,-6.0,-13.0
075,-12.5,-11.0,-9.0,-7.5,-6.5,-8.0,-7.0,-5.5,-6.5,-13.0
076,-11.0,-10.5,-8.5,-6.5,-7.5,-7.0,-6.5,-5.5,-6.0,-12.0
077,-12.0,-10.0,-8.5,-7.0,-7.0,-7.0,-6.5,-5.0,-5.5,-12.5
078,-12.0,-10.0,-7.5,-7.0,-6.5,-6.5,-6.0,-5.5,-5.5,-12.5
079,-11.0,-9.0,-8.5,-8.5,-7.5,-5.5,-6.0,-5.5,-6.5,-13.5
080,-14.5,-12.0,-9.5,-9.0,-9.0,-9.5,-6.5,-8.0,-9.5,-15.5
081,-12.5,-10.0,-7.0,-7.0,-7.0,-7.5,-5.5,-6.5,-8.0,-13.0
082,-12.5,-10.5,-8.0,-8.0,-7.5,-7.0,-6.0,-6.5,-7.0,-13.0
083,-13.0,-10.0,-8.5,-8.0,-7.5,-7.5,-6.0,-7.5,-7.5,-14.0
084,-12.0,-10.5,-6.5,-7.0,-7.0,-6.5,-5.5,-5.5,-7.0,-12.5
085,-12.5,-11.0,-7.5,-8.5,-7.0,-7.0,-5.5,-6.0,-7.0,-12.5
086,-12.0,-10.5,-8.0,-8.0,-8.0,-6.5,-5.0,-6.5,-7.5,-13.0
087,-12.0,-10.0,-8.0,-7.5,-7.0,-7.0,-6.0,-6.0,-6.0,-12.5
088,-12.5,-10.0,-8.0,-8.0,-8.0,-7.5,-5.0,-7.0,-7.5,-13.5
089,-12.0,-11.0,-8.0,-8.0,-7.5,-7.5,-6.0,-6.5,-8.0,-14.5
090,-11.5,-11.0,-9.5,-9.0,-7.0,-7.0,-5.0,-5.5,-7.0,-14.5
091,-11.5,-10.0,-9.0,-8.0,-6.5,-6.0,-4.5,-5.5,-7.0,-13.5
092,-11.0,-10.0,-9.0,-8.5,-6.0,-6.0,-4.5,-5.0,-7.0,-13.0
093,-11.5,-9.5,-10.0,-8.5,-6.0,-6.5,-5.5,-6.0,-7.0,-14.0
094,-11.0,-10.5,-8.5,-8.0,-6.0,-5.5,-5.5,-5.0,-7.5,-13.5
095,-11.0,-9.5,-8.5,-9.0,-6.5,-6.5,-6.0,-6.0,-7.5,-12.5
096,-9.5,-9.0,-9.5,-9.5,-8.0,-7.5,-7.0,-7.5,-7.5,-12.5
097,-11.5,-9.5,-9.5,-8.0,-6.5,-6.0,-6.5,-5.5,-6.5,-13.0
098,-12.0,-10.0,-9.0,-9.0,-7.0,-7.0,-6.0,-6.0,-8.0,-14.5
099,-11.0,-10.0,-10.5,-9.5,-7.0,-7.0,-5.5,-6.0,-7.5,-12.0
100,-10.0,-11.0,-9.5,-10.0,-9.5,-9.5,-5.5,-6.5,-9.5,-11.5
101,-8.0,-10.0,-8.0,-9.5,-8.0,-6.5,-5.0,-7.5,-9.5,-10.5
102,-12.5,-12.0,-9.5,-9.5,-7.0,-7.5,-6.0,-6.0,-8.0,-11.0
103,-12.0,-11.5,-9.0,-8.5,-7.0,-8.0,-6.5,-7.0,-10.0,-12.5
104,-10.5,-11.5,-6.5,-7.5,-7.0,-7.5,-6.0,-5.0,-9.0,-10.5
105,-11.5,-11.5,-9.0,-9.0,-6.5,-8.0,-6.5,-5.5,-8.0,-11.0
106,-11.5,-12.0,-8.5,-8.0,-8.0,-9.0,-7.0,-6.0,-9.0,-13.0
107,-11.5,-12.0,-9.0,-7.5,-7.0,-8.0,-7.5,-5.5,-8.0,-12.5
108,-10.5,-9.0,-5.5,-9.5,-4.5,-7.5,-5.0,-7.0,-7.5,-9.5
109,-11.5,-11.0,-8.5,-9.0,-7.5,-8.0,-6.0,-6.0,-10.0,-13.5
110,-12.0,-12.0,-5.5,-9.0,-7.5,-9.0,-5.5,-6.0,-8.5,-13.0
111,-12.0,-10.5,-7.0,-8.5,-8.5,-8.0,-5.5,-8.0,-6.0,-12.0
112,-8.5,-10.0,-6.0,-6.5,-7.0,-6.0,-4.0,-6.0,-8.5,-9.0
113,-11.5,-10.5,-7.5,-8.0,-7.5,-8.5,-5.5,-7.0,-10.0,-11.0
114,-10.5,-10.0,-6.0,-7.5,-7.0,-7.5,-5.0,-5.0,-7.5,-10.5
115,-11.5,-11.5,-6.5,-7.5,-7.0,-7.5,-5.5,-5.5,-8.5,-11.0
116,-10.5,-11.5,-6.5,-7.0,-7.5,-8.0,-5.5,-5.5,-8.0,-11.5
117,-11.5,-10.5,-9.0,-8.5,-7.5,-8.5,-6.5,-6.0,-8.0,-11.0
118,-11.0,-12.5,-5.5,-8.5,-8.0,-7.0,-6.5,-6.5,-10.0,-12.0
119,-11.5,-11.0,-7.5,-9.0,-8.0,-8.5,-5.0,-6.0,-9.0,-12.5
120,-9.5,-12.0,-9.5,-10.5,-7.0,-7.5,-6.0,-5.0,-9.0,-10.0
121,-11.0,-12.0,-7.0,-11.0,-10.0,-8.5,-6.5,-7.5,-9.5,-8.0
